pokedex_number,name,abilities,generation,classfication,is_legendary,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,defense,experience_growth,hp,sp_attack,sp_defense,speed,type1
597,Ferroseed,['Iron Barbs'],5,Thorn Seed Pokemon,0,1,1,0.5,0.5,0.5,2,4,1,1,0.25,1,1,0.5,0,0.5,0.5,0.5,0.5,50,5120,70,305,255,91,1000000,44,24,86,10,grass
598,Ferrothorn,"['Iron Barbs', 'Anticipation']",5,Thorn Pod Pokemon,0,1,1,0.5,0.5,0.5,2,4,1,1,0.25,1,1,0.5,0,0.5,0.5,0.5,0.5,94,5120,70,489,90,131,1000000,74,54,116,20,grass
599,Klink,"['Plus', 'Minus', 'Clear Body']",5,Gear Pokemon,0,0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,55,5120,70,300,130,70,1059860,40,45,60,30,steel
600,Klang,"['Plus', 'Minus', 'Clear Body']",5,Gear Pokemon,0,0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,80,5120,70,440,60,95,1059860,60,70,85,50,steel
601,Klinklang,"['Plus', 'Minus', 'Clear Body']",5,Gear Pokemon,0,0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,100,5120,70,520,30,115,1059860,60,70,85,90,steel
602,Tynamo,['Levitate'],5,EleFish Pokemon,0,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,55,5120,70,275,190,40,1250000,35,45,40,60,electric
603,Eelektrik,['Levitate'],5,EleFish Pokemon,0,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,85,5120,70,405,60,70,1250000,65,75,70,40,electric
604,Eelektross,['Levitate'],5,EleFish Pokemon,0,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,115,5120,70,515,30,80,1250000,85,105,80,50,electric
605,Elgyem,"['Telepathy', 'Synchronize', 'Analytic']",5,Cerebral Pokemon,0,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,55,5120,70,335,255,55,1000000,55,85,55,30,psychic
606,Beheeyem,"['Telepathy', 'Synchronize', 'Analytic']",5,Cerebral Pokemon,0,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,75,5120,70,485,90,75,1000000,75,125,95,40,psychic
607,Litwick,"['Flash Fire', 'Flame Body', 'Infiltrator']",5,Candle Pokemon,0,0.25,2,1,1,0.5,0,0.5,1,2,0.5,2,0.5,0,0.5,1,2,0.5,2,30,5120,70,275,190,55,1059860,50,65,55,20,ghost
608,Lampent,"['Flash Fire', 'Flame Body', 'Infiltrator']",5,Lamp Pokemon,0,0.25,2,1,1,0.5,0,0.5,1,2,0.5,2,0.5,0,0.5,1,2,0.5,2,40,5120,70,370,90,60,1059860,60,95,60,55,ghost
609,Chandelure,"['Flash Fire', 'Flame Body', 'Infiltrator']",5,Luring Pokemon,0,0.25,2,1,1,0.5,0,0.5,1,2,0.5,2,0.5,0,0.5,1,2,0.5,2,55,5120,70,520,45,90,1059860,60,145,90,80,ghost
610,Axew,"['Rivalry', 'Mold Breaker', 'Unnerve']",5,Tusk Pokemon,0,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,87,10240,35,320,75,60,1250000,46,30,40,57,dragon
611,Fraxure,"['Rivalry', 'Mold Breaker', 'Unnerve']",5,Axe Jaw Pokemon,0,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,117,10240,35,410,60,70,1250000,66,40,50,67,dragon
612,Haxorus,"['Rivalry', 'Mold Breaker', 'Unnerve']",5,Axe Jaw Pokemon,0,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,147,10240,35,540,45,90,1250000,76,60,70,97,dragon
613,Cubchoo,"['Snow Cloak', 'Slush Rush', 'Rattled']",5,Chill Pokemon,0,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,70,5120,70,305,120,40,1000000,55,60,40,40,ice
614,Beartic,"['Snow Cloak', 'Slush Rush', 'Swift Swim']",5,Freezing Pokemon,0,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,130,5120,70,505,60,80,1000000,95,70,80,50,ice
615,Cryogonal,['Levitate'],5,Crystallizing Pokemon,0,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,50,6400,70,515,25,50,1000000,80,95,135,105,ice
616,Shelmet,"['Hydration', 'Shell Armor', 'Overcoat']",5,Snail Pokemon,0,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,40,3840,70,305,200,85,1000000,50,40,65,25,bug
617,Accelgor,"['Hydration', 'Sticky Hold', 'Unburden']",5,Shell Out Pokemon,0,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,70,3840,70,495,75,40,1000000,80,100,60,145,bug
618,Stunfisk,"['Static', 'Limber', 'Sand Veil']",5,Trap Pokemon,0,1,1,1,0,1,1,1,0.5,1,2,2,2,1,0.5,1,0.5,0.5,2,66,5120,70,471,75,84,1000000,109,81,99,32,ground
619,Mienfoo,"['Inner Focus', 'Regenerator', 'Reckless']",5,Martial Arts Pokemon,0,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,85,6400,70,350,180,50,1059860,45,55,50,65,fighting
620,Mienshao,"['Inner Focus', 'Regenerator', 'Reckless']",5,Martial Arts Pokemon,0,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,125,6400,70,510,45,60,1059860,65,95,60,105,fighting
621,Druddigon,"['Rough Skin', 'Sheer Force', 'Mold Breaker']",5,Cave Pokemon,0,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,120,7680,70,485,45,90,1000000,77,60,90,48,dragon
622,Golett,"['Iron Fist', 'Klutz', 'No Guard']",5,Automaton Pokemon,0,0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2,74,6400,70,303,190,50,1000000,59,35,50,35,ground
623,Golurk,"['Iron Fist', 'Klutz', 'No Guard']",5,Automaton Pokemon,0,0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2,124,6400,70,483,90,80,1000000,89,55,80,55,ground
624,Pawniard,"['Defiant', 'Inner Focus', 'Pressure']",5,Sharp Blade Pokemon,0,1,0.5,0.5,1,1,4,2,0.5,0.5,0.5,2,0.5,0.5,0,0,0.5,0.5,1,85,5120,35,340,120,70,1000000,45,40,40,60,dark
625,Bisharp,"['Defiant', 'Inner Focus', 'Pressure']",5,Sword Blade Pokemon,0,1,0.5,0.5,1,1,4,2,0.5,0.5,0.5,2,0.5,0.5,0,0,0.5,0.5,1,125,5120,35,490,45,100,1000000,65,60,70,70,dark
626,Bouffalant,"['Reckless', 'Sap Sipper', 'Soundproof']",5,Bash Buffalo Pokemon,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,110,5120,70,490,45,95,1000000,95,40,95,55,normal
627,Rufflet,"['Keen Eye', 'Sheer Force', 'Hustle']",5,Eaglet Pokemon,0,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,83,5120,70,350,190,50,1250000,70,37,50,60,normal
628,Braviary,"['Keen Eye', 'Sheer Force', 'Defiant']",5,Valiant Pokemon,0,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,123,5120,70,510,60,75,1250000,100,57,75,80,normal
629,Vullaby,"['Big Pecks', 'Overcoat', 'Weak Armor']",5,Diapered Pokemon,0,1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,55,5120,35,370,190,75,1250000,70,45,65,60,dark
630,Mandibuzz,"['Big Pecks', 'Overcoat', 'Weak Armor']",5,Bone Vulture Pokemon,0,1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,65,5120,35,510,60,105,1250000,110,55,95,80,dark
631,Heatmor,"['Gluttony', 'Flash Fire', 'White Smoke']",5,Anteater Pokemon,0,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,97,5120,70,484,90,66,1000000,85,105,66,65,fire
632,Durant,"['Swarm', 'Hustle', 'Truant']",5,Iron Ant Pokemon,0,0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,109,5120,70,484,90,112,1000000,58,48,48,109,bug
633,Deino,['Hustle'],5,Irate Pokemon,0,2,0.5,2,0.5,4,2,0.5,1,0.5,0.5,1,2,1,1,0,1,1,0.5,65,10240,35,300,45,50,1250000,52,45,50,38,dark
634,Zweilous,['Hustle'],5,Hostile Pokemon,0,2,0.5,2,0.5,4,2,0.5,1,0.5,0.5,1,2,1,1,0,1,1,0.5,85,10240,35,420,45,70,1250000,72,65,70,58,dark
635,Hydreigon,['Levitate'],5,Brutal Pokemon,0,2,0.5,2,0.5,4,2,0.5,1,0.5,0.5,1,2,1,1,0,1,1,0.5,105,10240,35,600,45,90,1250000,92,125,90,98,dark
636,Larvesta,"['Flame Body', 'Swarm']",5,Torch Pokemon,0,0.5,1,1,1,0.5,0.5,1,2,1,0.25,1,0.5,1,1,1,4,0.5,2,85,10240,70,360,45,55,1250000,55,50,55,60,bug
637,Volcarona,"['Flame Body', 'Swarm']",5,Sun Pokemon,0,0.5,1,1,1,0.5,0.5,1,2,1,0.25,1,0.5,1,1,1,4,0.5,2,60,10240,70,550,15,65,1250000,85,135,105,100,bug
638,Cobalion,['Justified'],5,Iron Will Pokemon,1,0.25,0.5,0.5,1,1,2,2,1,1,0.5,2,0.5,0.5,0,1,0.25,0.5,1,90,20480,35,580,3,129,1250000,91,90,72,108,steel
639,Terrakion,['Justified'],5,Cavern Pokemon,1,0.5,0.5,1,1,2,2,0.5,1,1,2,2,1,0.5,0.5,2,0.5,2,2,129,20480,35,580,3,90,1250000,91,72,90,108,rock
640,Virizion,['Justified'],5,Grassland Pokemon,1,1,0.5,1,0.5,2,1,2,4,1,0.5,0.5,2,1,2,2,0.5,1,0.5,90,20480,35,580,3,72,1250000,91,90,129,108,grass
641,Tornadus,"['Prankster', 'Defiant', 'Regenerator']",5,Cyclone Pokemon,1,0.5,1,1,2,1,0.5,1,1,1,0.5,0,2,1,1,1,2,1,1,100,30720,90,580,3,80,1250000,79,110,90,121,flying
642,Thundurus,"['Prankster', 'Defiant', 'Volt Absorb']",5,Bolt Strike Pokemon,1,0.5,1,1,1,1,0.5,1,0.5,1,0.5,0,2,1,1,1,2,0.5,1,105,30720,90,580,3,70,1250000,79,145,80,101,electric
643,Reshiram,['Turboblaze'],5,Vast White Pokemon,1,0.5,1,2,0.5,1,1,0.25,1,1,0.25,2,1,1,1,1,2,0.5,1,120,30720,0,680,3,100,1250000,100,150,120,90,dragon
644,Zekrom,['Teravolt'],5,Deep Black Pokemon,1,1,1,2,0.25,2,1,0.5,0.5,1,0.5,2,2,1,1,1,1,0.5,0.5,150,30720,0,680,3,120,1250000,100,120,100,90,dragon
645,Landorus,"['Sand Force', 'Sheer Force', 'Intimidate']",5,Abundance Pokemon,1,0.5,1,1,0,1,0.5,1,1,1,1,0,4,1,0.5,1,1,1,2,145,30720,90,600,3,90,1250000,89,105,80,91,ground
646,Kyurem,"['Pressure', 'Teravolt', 'Turboblaze']",5,Boundary Pokemon,1,1,1,2,0.5,2,2,1,1,1,0.5,1,1,1,1,1,2,2,0.5,120,30720,0,700,3,90,1250000,125,170,100,95,dragon
647,Keldeo,['Justified'],5,Colt Pokemon,1,0.5,0.5,1,2,2,1,0.5,2,1,2,1,0.5,1,1,2,0.5,0.5,0.5,72,20480,35,580,3,90,1250000,91,129,90,108,water
648,Meloetta,['Serene Grace'],5,Melody Pokemon,1,2,2,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,128,30720,100,600,3,90,1250000,100,77,77,128,normal
649,Genesect,['Download'],5,Paleozoic Pokemon,1,0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,120,30720,0,600,3,95,1250000,71,120,95,99,bug
650,Chespin,"['Overgrow', 'Bulletproof']",6,Spiky Nut Pokemon,0,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,61,5120,70,313,45,65,1059860,56,48,45,38,grass
651,Quilladin,"['Overgrow', 'Bulletproof']",6,Spiny Armor Pokemon,0,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,78,5120,70,405,45,95,1059860,61,56,58,57,grass
652,Chesnaught,"['Overgrow', 'Bulletproof']",6,Spiny Armor Pokemon,0,1,0.5,1,0.5,2,1,2,4,1,0.5,0.5,2,1,2,2,0.5,1,0.5,107,5120,70,530,45,122,1059860,88,74,75,64,grass
653,Fennekin,"['Blaze', 'Magician']",6,Fox Pokemon,0,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,45,5120,70,307,45,40,1059860,40,62,60,60,fire
654,Braixen,"['Blaze', 'Magician']",6,Fox Pokemon,0,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,59,5120,70,409,45,58,1059860,59,90,70,73,fire
655,Delphox,"['Blaze', 'Magician']",6,Fox Pokemon,0,1,2,1,1,0.5,0.5,0.5,1,2,0.5,2,0.5,1,1,0.5,2,0.5,2,69,5120,70,534,45,72,1059860,75,114,100,104,fire
656,Froakie,"['Torrent', 'Protean']",6,Bubble Frog Pokemon,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,56,5120,70,314,45,40,1059860,41,62,44,71,water
657,Frogadier,"['Torrent', 'Protean']",6,Bubble Frog Pokemon,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,63,5120,70,405,45,52,1059860,54,83,56,97,water
658,Greninja,"['Torrent', 'Protean', 'Battle Bond']",6,Ninja Pokemon,0,2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,145,5120,70,640,45,67,1059860,72,153,71,132,water
659,Bunnelby,"['Pickup', 'Cheek Pouch', 'Huge Power']",6,Digging Pokemon,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,36,3840,70,237,255,38,1000000,38,32,36,57,normal
660,Diggersby,"['Pickup', 'Cheek Pouch', 'Huge Power']",6,Digging Pokemon,0,1,1,1,0,1,2,1,1,0,2,1,2,1,0.5,1,0.5,1,2,56,3840,70,423,127,77,1000000,85,50,77,78,normal
661,Fletchling,"['Big Pecks', 'Gale Wings']",6,Tiny Robin Pokemon,0,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,50,3840,70,278,255,43,1059860,45,40,38,62,normal
662,Fletchinder,"['Flame Body', 'Gale Wings']",6,Ember Pokemon,0,0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2,73,3840,70,382,120,55,1059860,62,56,52,84,fire
663,Talonflame,"['Flame Body', 'Gale Wings']",6,Scorching Pokemon,0,0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2,81,3840,70,499,45,71,1059860,78,74,69,126,fire
664,Scatterbug,"['Shield Dust', 'Compoundeyes', 'Friend Guard']",6,Scatterdust Pokemon,0,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,35,3840,70,200,255,40,1000000,38,27,25,35,bug
665,Spewpa,"['Shed Skin', 'Friend Guard']",6,Scatterdust Pokemon,0,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,22,3840,70,213,120,60,1000000,45,27,30,29,bug
666,Vivillon,"['Shield Dust', 'Compoundeyes', 'Friend Guard']",6,Scale Pokemon,0,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,52,3840,70,411,45,50,1000000,80,90,50,89,bug
667,Litleo,"['Rivalry', 'Unnerve', 'Moxie']",6,Lion Cub Pokemon,0,0.5,1,1,1,0.5,2,0.5,1,0,0.5,2,0.5,1,1,1,2,0.5,2,50,5120,70,369,220,58,1059860,62,73,54,72,fire
668,Pyroar,"['Rivalry', 'Unnerve', 'Moxie']",6,Royal Pokemon,0,0.5,1,1,1,0.5,2,0.5,1,0,0.5,2,0.5,1,1,1,2,0.5,2,68,5120,70,507,65,72,1059860,86,109,66,106,fire
669,Flab?b?,"['Flower Veil', 'Symbiosis']",6,Single Bloom Pokemon,0,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,38,5120,70,303,225,39,1000000,44,61,79,42,fairy
670,Floette,"['Flower Veil', 'Symbiosis']",6,Fairy Pokemon,0,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,65,5120,70,551,120,67,1000000,74,125,128,92,fairy
671,Florges,"['Flower Veil', 'Symbiosis']",6,Garden Pokemon,0,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,65,5120,70,552,45,68,1000000,78,112,154,75,fairy
672,Skiddo,"['Sap Sipper', 'Grass Pelt']",6,Mount Pokemon,0,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,65,5120,70,350,200,48,1000000,66,62,57,52,grass
673,Gogoat,"['Sap Sipper', 'Grass Pelt']",6,Mount Pokemon,0,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,100,5120,70,531,45,62,1000000,123,97,81,68,grass
674,Pancham,"['Iron Fist', 'Mold Breaker', 'Scrappy']",6,Playful Pokemon,0,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,82,6400,70,348,220,62,1000000,67,46,48,43,fighting
675,Pangoro,"['Iron Fist', 'Mold Breaker', 'Scrappy']",6,Daunting Pokemon,0,1,0.25,1,1,4,2,1,2,0.5,1,1,1,1,1,0,0.5,1,1,124,6400,70,495,65,78,1000000,95,69,71,58,fighting
676,Furfrou,['Fur Coat'],6,Poodle Pokemon,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,80,5120,70,472,160,60,1000000,75,65,90,102,normal
677,Espurr,"['Keen Eye', 'Infiltrator', 'Own Tempo']",6,Restraint Pokemon,0,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,48,5120,70,355,190,54,1000000,62,63,60,68,psychic
678,Meowstic,"['Keen Eye', 'Infiltrator', 'Prankster', 'Competitive']",6,Constraint Pokemon,0,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,48,5120,70,466,75,76,1000000,74,83,81,104,psychic
679,Honedge,['No Guard'],6,Sword Pokemon,0,0.25,2,0.5,1,0.5,0,2,0.5,2,0.5,2,0.5,0,0,0.5,0.5,0.5,1,80,5120,70,325,180,100,1000000,45,35,37,28,steel
680,Doublade,['No Guard'],6,Sword Pokemon,0,0.25,2,0.5,1,0.5,0,2,0.5,2,0.5,2,0.5,0,0,0.5,0.5,0.5,1,110,5120,70,448,90,150,1000000,59,45,49,35,steel
681,Aegislash,['Stance Change'],6,Royal Sword Pokemon,0,0.25,2,0.5,1,0.5,0,2,0.5,2,0.5,2,0.5,0,0,0.5,0.5,0.5,1,150,5120,70,520,45,50,1000000,60,150,50,60,steel
682,Spritzee,"['Healer', 'Aroma Veil']",6,Perfume Pokemon,0,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,52,5120,70,341,200,60,1000000,78,63,65,23,fairy
683,Aromatisse,"['Healer', 'Aroma Veil']",6,Fragrance Pokemon,0,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,72,5120,70,462,140,72,1000000,101,99,89,29,fairy
684,Swirlix,"['Sweet Veil', 'Unburden']",6,Cotton Candy Pokemon,0,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,48,5120,70,341,200,66,1000000,62,59,57,49,fairy
685,Slurpuff,"['Sweet Veil', 'Unburden']",6,Meringue Pokemon,0,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,80,5120,70,480,140,86,1000000,82,85,75,72,fairy
686,Inkay,"['Contrary', 'Suction Cups', 'Infiltrator']",6,Revolving Pokemon,0,4,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,54,5120,70,288,190,53,1000000,53,37,46,45,dark
687,Malamar,"['Contrary', 'Suction Cups', 'Infiltrator']",6,Overturning Pokemon,0,4,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,92,5120,70,482,80,88,1000000,86,68,75,73,dark
688,Binacle,"['Tough Claws', 'Sniper', 'Pickpocket']",6,Two-Handed Pokemon,0,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,52,5120,70,306,120,67,1000000,42,39,56,50,rock
689,Barbaracle,"['Tough Claws', 'Sniper', 'Pickpocket']",6,Collective Pokemon,0,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,105,5120,70,500,45,115,1000000,72,54,86,68,rock
690,Skrelp,"['Poison Point', 'Poison Touch', 'Adaptability']",6,Mock Kelp Pokemon,0,0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5,60,5120,70,320,225,60,1000000,50,60,60,30,poison
691,Dragalge,"['Poison Point', 'Poison Touch', 'Adaptability']",6,Mock Kelp Pokemon,0,0.5,1,2,0.5,1,0.5,0.5,1,1,0.25,2,2,1,0.5,2,1,1,0.5,75,5120,70,494,55,90,1000000,65,97,123,44,poison
692,Clauncher,['Mega Launcher'],6,Water Gun Pokemon,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,53,3840,70,330,225,62,1250000,50,58,63,44,water
693,Clawitzer,['Mega Launcher'],6,Howitzer Pokemon,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,73,3840,70,500,55,88,1250000,71,120,89,59,water
694,Helioptile,"['Dry Skin', 'Sand Veil', 'Solar Power']",6,Generator Pokemon,0,1,1,1,0.5,1,2,1,0.5,0,1,2,1,1,1,1,1,0.5,1,38,5120,70,289,190,33,1000000,44,61,43,70,electric
695,Heliolisk,"['Dry Skin', 'Sand Veil', 'Solar Power']",6,Generator Pokemon,0,1,1,1,0.5,1,2,1,0.5,0,1,2,1,1,1,1,1,0.5,1,55,5120,70,481,75,52,1000000,62,109,94,109,electric
696,Tyrunt,"['Strong Jaw', 'Sturdy']",6,Royal Heir Pokemon,0,1,1,2,0.5,2,2,0.25,0.5,1,1,2,2,0.5,0.5,1,1,2,1,89,7680,70,362,45,77,1000000,58,45,45,48,rock
697,Tyrantrum,"['Strong Jaw', 'Rock Head']",6,Despot Pokemon,0,1,1,2,0.5,2,2,0.25,0.5,1,1,2,2,0.5,0.5,1,1,2,1,121,7680,70,521,45,119,1000000,82,69,59,71,rock
698,Amaura,"['Refrigerate', 'Snow Warning']",6,Tundra Pokemon,0,1,1,1,1,1,4,1,0.5,1,2,2,0.5,0.5,0.5,1,2,4,2,59,7680,70,362,45,50,1000000,77,67,63,46,rock
699,Aurorus,"['Refrigerate', 'Snow Warning']",6,Tundra Pokemon,0,1,1,1,1,1,4,1,0.5,1,2,2,0.5,0.5,0.5,1,2,4,2,77,7680,70,521,45,72,1000000,123,99,92,58,rock
700,Sylveon,"['Cute Charm', 'Pixilate']",6,Intertwining Pokemon,0,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,65,8960,70,525,45,65,1000000,95,110,130,60,fairy
701,Hawlucha,"['Limber', 'Unburden', 'Mold Breaker']",6,Wrestling Pokemon,0,0.25,0.5,1,2,2,0.5,1,2,1,0.5,0,2,1,1,2,1,1,1,92,5120,70,500,100,75,1000000,78,74,63,118,fighting
702,Dedenne,"['Cheek Pouch', 'Pickup', 'Plus']",6,Antenna Pokemon,0,0.5,0.5,0,0.5,1,0.5,1,0.5,1,1,2,1,1,2,1,1,1,1,58,5120,70,431,180,57,1000000,67,81,67,101,electric
703,Carbink,"['Clear Body', 'Sturdy']",6,Jewel Pokemon,0,0.5,0.5,0,1,1,1,0.5,0.5,1,2,2,1,0.5,1,1,1,4,2,50,6400,70,500,60,150,1250000,50,50,150,50,rock
704,Goomy,"['Sap Sipper', 'Hydration', 'Gooey']",6,Soft Tissue Pokemon,0,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,50,10240,35,300,45,35,1250000,45,55,75,40,dragon
705,Sliggoo,"['Sap Sipper', 'Hydration', 'Gooey']",6,Soft Tissue Pokemon,0,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,75,10240,35,452,45,53,1250000,68,83,113,60,dragon
706,Goodra,"['Sap Sipper', 'Hydration', 'Gooey']",6,Dragon Pokemon,0,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,100,10240,35,600,45,70,1250000,90,110,150,80,dragon
707,Klefki,"['Prankster', 'Magician']",6,Key Ring Pokemon,0,0.25,0.5,0,1,0.5,1,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,1,1,80,5120,70,470,75,91,800000,57,80,87,75,steel
708,Phantump,"['Natural Cure', 'Frisk', 'Harvest']",6,Stump Pokemon,0,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,70,5120,70,309,120,48,1000000,43,50,60,38,ghost
709,Trevenant,"['Natural Cure', 'Frisk', 'Harvest']",6,Elder Tree Pokemon,0,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,110,5120,70,474,60,76,1000000,85,65,82,56,ghost
710,Pumpkaboo,"['Pickup', 'Frisk', 'Insomnia']",6,Pumpkin Pokemon,0,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,66,5120,70,335,120,70,1000000,59,44,55,41,ghost
711,Gourgeist,"['Pickup', 'Frisk', 'Insomnia']",6,Pumpkin Pokemon,0,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,100,5120,70,494,60,122,1000000,85,58,75,54,ghost
712,Bergmite,"['Own Tempo', 'Ice Body', 'Sturdy']",6,Ice Chunk Pokemon,0,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,69,5120,70,304,190,85,1000000,55,32,35,28,ice
713,Avalugg,"['Own Tempo', 'Ice Body', 'Sturdy']",6,Iceberg Pokemon,0,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,117,5120,70,514,55,184,1000000,95,44,46,28,ice
714,Noibat,"['Frisk', 'Infiltrator', 'Telepathy']",6,Sound Wave Pokemon,0,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,30,5120,70,245,190,35,1000000,40,45,40,55,flying
715,Noivern,"['Frisk', 'Infiltrator', 'Telepathy']",6,Sound Wave Pokemon,0,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,70,5120,70,535,45,80,1000000,85,97,80,123,flying
